ER-P24-01	Navigate study to source to attempt and back through two versions in the delivered interface.	Ambiguous identity, overwritten history or a link to the wrong attempt fails lineage navigation.
ER-P24-02	For every map inspect the equivalent keyboard-accessible table with the same units and missingness.	A mapped value absent from the table or missingness encoded as zero fails equivalence.
ER-P24-03	Select a captured quantity and follow each transfer to terminal fate and uncertainty.	A broken custody link or safe-disposal label for unknown fate fails drilldown.
ER-P24-04	Compare aligned runs, then try mismatched units, supports, models and unassessed quantities.	The interface must reject or explicitly qualify mismatches rather than display a false direct comparison.
ER-P24-05	Inspect separately labeled numerical, parameter and scenario ranges and their textual explanation.	An unlabeled merged interval or inaccessible explanation fails uncertainty comprehension.
ER-P24-06	With a real tester, navigate comparison and export by keyboard and screen reader, including cancel/reopen/error/retry; record focus, names and retained selection.	A keyboard trap, lost focus/selection or absent human assistive observation leaves the workflow incomplete.
ER-P24-07	Inspect narrow viewport and zoomed layouts with full data labels, warnings and usable comparison/export controls.	Clipped warnings, inaccessible offscreen controls or lost units fails responsiveness.
ER-P25-01	Measure the existing serial workload and compare it with an approved resource envelope before proposing workers.	Unmeasured need or an unapproved concurrency increase cannot pass adoption.
ER-P25-02	Run an intentionally excessive synthetic study under the already approved CPU/time/storage limits.	It must stop with retained diagnostics before exceeding the enforced limit; truncating evidence silently fails.
ER-P25-03	Cancel a bounded multi-attempt study and inspect every complete and incomplete attempt after restart.	Deleting a completed bundle or labeling unfinished work complete fails cancellation.
ER-P25-04	Repeat a deliberately interrupted dispatch with the same attempt identity and inspect activation history.	More than one complete activation for that attempt fails duplicate safety.
ER-P25-05	Exercise expired ownership and restart while a competing worker attempts to claim the same synthetic bundle.	Two concurrent writers or an unverified stale-time takeover fails ownership recovery.
ER-P25-06	Apply retention to a fixture containing both uncited and cited/dependent artifacts.	Deleting cited evidence without explicit dependency handling fails retention safety.
ER-P25-07	Run separately approved synthetic adversarial filesystem/network probes at the adapter boundary and retain denied and allowed controls.	An escape or a claim based solely on subprocess separation blocks untrusted execution.
ER-P26-01	Compare the second case's declared support/forcing and challenged conclusions with the first case.	A relabeled identical case cannot establish transfer or independent replication.
ER-P26-02	Obtain the lawful case package without private inputs and verify complete study metadata and source rights.	Any missing private dependency or unresolved redistribution right blocks external reproduction.
ER-P26-03	Have the actual contributor record exact public artifact, environment and commands performed.	A copied maintainer log or invented participant cannot establish external execution.
ER-P26-04	Record every transfer discrepancy, unsupported input and failed assumption with the corresponding attempt.	Hiding a failed case from the public evidence fails retention.
ER-P26-05	Compare independent source/study hashes, admitted tolerances and model assumptions before resolving numerical differences.	An unexplained discrepancy or modified tolerance after observation remains unresolved.
ER-P26-06	Collect separately scoped qualified reviews of conservation and ecological interpretation for the exact replicated result.	Correct accounting alone cannot satisfy ecological review, and missing qualifications remain pending.
ER-P26-07	Observe an actual consenting user compare two retained runs, explain inputs/limits, export and reopen the selected evidence; record assistance and defects.	An incorrect or unreopenable export fails; implementation fixes require a separately scoped follow-up.
ER-P27-01	Extract the delivered study archive fresh and locate original inputs, model/evaluator identity, diagnostics and reproduction instructions.	Missing original data or an unverifiable identity prevents a portable-study claim.
ER-P27-02	Enumerate every distributed component and match its exact version to license and attribution in the archive.	One component without applicable rights/notices blocks distribution.
ER-P27-03	Compare release notes against retained failed/unsupported cases and model-card limits.	Selective omission of known failures or hidden applicability limits fails release documentation.
ER-P27-04	Review exact artifact hash, destination, outstanding risks and actual owner authorization before release.	Approval for a different version or destination cannot authorize this artifact.
ER-P27-05	Publish a bounded correction record linking superseded and replacement identities while preserving the old evidence.	Overwriting the old claim with no traceable correction history fails provenance.
ER-P27-06	Check documented supported environments against actual packaged evidence and inspect compatibility/migration bounds.	An untested platform or unsupported migration presented as verified fails the support claim.
ER-P27-07	Inspect release text and interfaces for the explicit no-field-action boundary and evidence-bounded claims.	Physical deployment/control or unsupported cleanup/lifecycle/ecological/health promises fail release scope.
